Title,Year,Architects,Product,Category,Image
House in Sde-Yizhak / GalPeleg Architects,2010,Gal,Concrete,Houses,https://images.adsttc.com/media/images/5008/9dd1/28ba/0d50/da00/136d/newsletter/stringio.jpg?1414375480
The Klinik Hair Salon / Block Architecture,2010,Block Architecture,Concrete,Others,https://images.adsttc.com/media/images/5012/36f7/28ba/0d01/ca00/00db/newsletter/stringio.jpg?1414483983
Sattler Winery / Architects Collective,2010,Architects Collective,Concrete,Houses,https://images.adsttc.com/media/images/5012/375d/28ba/0d01/ca00/00f7/large_jpg/stringio.jpg?1414010103
Moliner House / Alberto Campo Baeza,2010,Alberto Campo Baeza,Concrete,Houses,https://images.adsttc.com/media/images/5008/b267/28ba/0d50/da00/1825/newsletter/stringio.jpg?1427423090
BHC Colombo / Richard Murphy Architects,2010,Richard Murphy Architects,Concrete,Offices,https://images.adsttc.com/media/images/5012/37d1/28ba/0d01/ca00/011a/medium_jpg/stringio.jpg?1414487846
Topoi Engelsbrand / Offices for Architecture Stocker,2010,Offices for Architecture Stocker,Concrete,Houses,https://images.adsttc.com/media/images/5008/af17/28ba/0d50/da00/176b/medium_jpg/stringio.jpg?1414376844
House in Hamadayama / K+S Architects,2010,K+S Architects / Nobuya Kashima + Aya Sato,Concrete,Houses,https://images.adsttc.com/media/images/5008/e1f7/28ba/0d27/a700/0a0e/newsletter/stringio.jpg?1414096017
Grappa / Katsuhiro Miyamoto & Associates,2010,Katsuhiro Miyamoto & Associates,Concrete,Houses,https://images.adsttc.com/media/images/5008/deda/28ba/0d27/a700/0947/medium_jpg/stringio.jpg?1414378901
Vakko Headquarters and Power Media Center / REX,2010,REX,Concrete,Others,https://images.adsttc.com/media/images/5008/e2a4/28ba/0d27/a700/0a39/newsletter/stringio.jpg?1414379253
House with Court / K+S Architects,2010,K+S Architects,Concrete,Houses,https://images.adsttc.com/media/images/5008/e45a/28ba/0d27/a700/0a97/medium_jpg/stringio.jpg?1414052084
Custoias Football Club / Guilherme Machado Vaz,2010,Guilherme Machado Vaz,Concrete,Others,https://images.adsttc.com/media/images/5008/f177/28ba/0d27/a700/0e0f/newsletter/stringio.jpg?1429100589
1111 Lincoln Road / Herzog & de Meuron,2010,Herzog & de Meuron,Concrete,Others,https://images.adsttc.com/media/images/5009/0175/28ba/0d27/a700/1225/newsletter/stringio.jpg?1375395637
National Park Centre / Valerio Olgiati,2010,Valerio Olgiati,Concrete,Others,https://images.adsttc.com/media/images/5009/04a2/28ba/0d27/a700/12f0/newsletter/stringio.jpg?1414002706
Centre for the Interpretation of Rivers / Jose Juan Barba,2010,Jose Juan Barba,Concrete,Others,https://images.adsttc.com/media/images/5009/1406/28ba/0d27/a700/1683/newsletter/stringio.jpg?1414383027
Haus mit Atelier / C18 Architekten,2010,C18 Architekten,Concrete,Houses,https://images.adsttc.com/media/images/5009/0fbe/28ba/0d27/a700/15a4/newsletter/stringio.jpg?1414069691
Studi-o Cahaya / Mamostudio,2010,Mamostudio,Concrete,Houses,https://images.adsttc.com/media/images/5009/1a5c/28ba/0d27/a700/180c/newsletter/stringio.jpg?1414505966
So Da Hun / IROJE KHM Architects,2010,IROJE KHM Architects,Concrete,Houses,https://images.adsttc.com/media/images/5009/16cc/28ba/0d27/a700/1732/medium_jpg/stringio.jpg?1414383152
North GA House / D.O.C. Unlimited,2010,D.O.C. Unlimited,Concrete,Houses,https://images.adsttc.com/media/images/5009/225b/28ba/0d27/a700/19fa/newsletter/stringio.jpg?1416278744
AD Classics: House VI / Peter Eisenman,2010,Peter Eisenman,Concrete,Houses,https://images.adsttc.com/media/images/5037/e0ec/28ba/0d59/9b00/0190/newsletter/stringio.jpg?1414230699
House of Resonance / FORM | Kouichi Kimura,2010,FORM/Kouichi Kimura Architects,Concrete,Houses,https://images.adsttc.com/media/images/5009/2810/28ba/0d27/a700/1b50/newsletter/stringio.jpg?1428019463
AD Classics: Unity Temple / Frank Lloyd Wright,2010,Frank Lloyd Wright,Concrete,Others,https://images.adsttc.com/media/images/5037/e2a7/28ba/0d59/9b00/0226/medium_jpg/stringio.jpg?1414261123
7 Houses / Bigoni-Mortemard Architectes,2010,St?©phane Bigoni and Antoine Mortemard,Concrete,Houses,https://images.adsttc.com/media/images/5009/2dff/28ba/0d27/a700/1caa/medium_jpg/stringio.jpg?1361391276
Gallery Yeh / Unsangdong Architects,2010,Unsangdong Architects,Concrete,Offices,https://images.adsttc.com/media/images/5009/432e/28ba/0d27/a700/2147/medium_jpg/stringio.jpg?1414386534
Colman Triplex / Workshop Architecture|Design,2010,Workshop Architecture|Design,Concrete,Houses,https://images.adsttc.com/media/images/5009/66f8/28ba/0d27/a700/2868/newsletter/stringio.jpg?1414388564
Stadium 302 / Workshop Architecture|Design,2010,Workshop Architecture|Design,Concrete,Apartments,https://images.adsttc.com/media/images/5012/4dd3/28ba/0d0a/4800/02e0/newsletter/stringio.jpg?1414484103
M+ / HAHN Design,2010,HAHN Design,Concrete,Others,https://images.adsttc.com/media/images/5012/4cfc/28ba/0d0a/4800/02a5/newsletter/stringio.jpg?1361424280
Marina Bay Sands / Safdie Architects,2010,Safdie Architects,Concrete,Others,https://images.adsttc.com/media/images/5012/4a4c/28ba/0d0a/4800/01f0/newsletter/stringio.jpg?1414488378
House 6 / Marcio Kogan,2010,Marcio Kogan,Concrete,Houses,https://images.adsttc.com/media/images/5012/4c68/28ba/0d0a/4800/0273/newsletter/stringio.jpg?1414041240
Maff Studio / RDKA | Architecture Research Urbanism,2010,RDKA | Architecture Research Urbanism,Concrete,Others,https://images.adsttc.com/media/images/5012/4744/28ba/0d0a/4800/0119/newsletter/stringio.jpg?1414484388
Strata SE1 / BFLS,2010,BFLS,Concrete,Apartments,https://images.adsttc.com/media/images/5012/49d4/28ba/0d0a/4800/01cd/medium_jpg/stringio.jpg?1414488470
Epean Studio / Fei Wang,2010,Fei Wang,Concrete,Renovation,https://images.adsttc.com/media/images/5012/7a21/28ba/0d1b/4c00/0ab1/medium_jpg/stringio.jpg?1361425242
Concrete House II / A-cero,2010,Joaquin Torres Architects,Concrete,Houses,https://images.adsttc.com/media/images/5012/5310/28ba/0d1b/4c00/0095/newsletter/stringio.jpg?1414481496
Ganesh Club / Pormenor Arquitectos,2010,Pormenor Arquitectos,Concrete,Others,https://images.adsttc.com/media/images/5012/53ec/28ba/0d1b/4c00/00d7/newsletter/stringio.jpg?1414095640
Aon Insurance Headquarters / SPASM Design Architects,2010,SPASM Design Architects,Concrete,Offices,https://images.adsttc.com/media/images/5012/5249/28ba/0d1b/4c00/0057/newsletter/stringio.jpg?1414479083
Erha Clinic Surabaya / HMP Architects,2010,HMP Architects,Concrete,Others,https://images.adsttc.com/media/images/5012/509e/28ba/0d0a/4800/039e/newsletter/stringio.jpg?1414482723
Tangga House / Guz Architects,2010,Guz Architects,Concrete,Houses,https://images.adsttc.com/media/images/5012/5115/28ba/0d0a/4800/03c6/newsletter/stringio.jpg?1414043866
45 Faber park / ONG&ONG Pte Ltd,2010,ONG&ONG Pte Ltd,Concrete,Houses,https://images.adsttc.com/media/images/5012/5df3/28ba/0d1b/4c00/03a3/newsletter/stringio.jpg?1414087551
Scissor House / BCHO Architects,2010,BCHO Architects,Concrete,Houses,https://images.adsttc.com/media/images/5012/5d8c/28ba/0d1b/4c00/0387/newsletter/stringio.jpg?1414482294
Bandung Hilton / WOW Architects | Warner Wong Design,2010,WOW Architects | Warner Wong Design,Concrete,Others,https://images.adsttc.com/media/images/5012/5c60/28ba/0d1b/4c00/033e/medium_jpg/stringio.jpg?1414032425
Camachinhos House / Studio ARTE & MP Projectos,2010,Arnold Aarssen & Marco Pereira,Concrete,Houses,https://images.adsttc.com/media/images/5012/590c/28ba/0d1b/4c00/0253/medium_jpg/stringio.jpg?1414482575
Sinu River House / Antonio Sofan,2010,Antonio Sofan,Concrete,Houses,https://images.adsttc.com/media/images/5012/5991/28ba/0d1b/4c00/0278/newsletter/stringio.jpg?1414223353
Exim Tower / SPASM Design Architects,2010,SPASM Design Architects,Concrete,Apartments,https://images.adsttc.com/media/images/5012/5a56/28ba/0d1b/4c00/02af/medium_jpg/stringio.jpg?1414485460
P House / HAHN Design,2010,HAHN Design,Concrete,Houses,https://images.adsttc.com/media/images/5012/5941/28ba/0d1b/4c00/0263/medium_jpg/stringio.jpg?1414455206
Two Houses in Orsara / Raimondo Guidacci,2010,Raimondo Guidacci,Concrete,Houses,https://images.adsttc.com/media/images/5012/6947/28ba/0d1b/4c00/0690/newsletter/stringio.jpg?1361421065
House Tumle / Johannes Norlander Arkitektur,2010,Johannes Norlander Arkitektur,Concrete,Houses,https://images.adsttc.com/media/images/5012/668e/28ba/0d1b/4c00/05e6/newsletter/stringio.jpg?1415591983
Strom Spa Nordique / Chevalier Morales Architectes,2010,Chevalier Morales Architectes,Concrete,Others,https://images.adsttc.com/media/images/5012/6453/28ba/0d1b/4c00/055f/newsletter/stringio.jpg?1414074740
House in Lumino / Davide Macullo Architects,2010,Davide Macullo Architects,Concrete,Houses,https://images.adsttc.com/media/images/5012/63fc/28ba/0d1b/4c00/0545/newsletter/stringio.jpg?1414588005
Natura House / FGMF Arquitetos + Epigram,2010,"Epigram + Forte, Gimenes & Marcondes Ferraz Arquitetos",Concrete,Houses,https://images.adsttc.com/media/images/5012/6355/28ba/0d1b/4c00/0516/newsletter/stringio.jpg?1414086759
Terrace Villa / Solid Space Atelier,2010,Solid Space Atelier,Concrete,Houses,https://images.adsttc.com/media/images/5012/627b/28ba/0d1b/4c00/04dc/newsletter/stringio.jpg?1414506164
CBS / Henning Larsen Architects,2010,Henning Larsen Architects,Concrete,Others,https://images.adsttc.com/media/images/5012/63a9/28ba/0d1b/4c00/052e/newsletter/stringio.jpg?1414078653
DMHQ Offices / Aboday Architects,2010,Aboday Architects,Concrete,Offices,https://images.adsttc.com/media/images/5012/5fbf/28ba/0d1b/4c00/0417/newsletter/stringio.jpg?1414008145
Mill Valley Hillside / McGlashan Architecture,2010,Mc,Concrete,Houses,https://images.adsttc.com/media/images/5012/6217/28ba/0d1b/4c00/04bf/newsletter/stringio.jpg?1361424895
Haus Ungar / Hoffmann Architekt,2010,Hoffmann Architekt,Concrete,Houses,https://images.adsttc.com/media/images/5012/60e8/28ba/0d1b/4c00/0467/newsletter/stringio.jpg?1361424397
Kubitscheck / Designliga,2010,Designliga,Concrete,Others,https://images.adsttc.com/media/images/5012/61c5/28ba/0d1b/4c00/04aa/newsletter/stringio.jpg?1414209907
Family Chapel / EXiT architetti associati,2010,E,Concrete,Others,https://images.adsttc.com/media/images/5012/7241/28ba/0d1b/4c00/08c9/medium_jpg/stringio.jpg?1414023593
Residence in Sussex / Conran & Partners,2010,Conran & Partners,Concrete,Houses,https://images.adsttc.com/media/images/5012/70e3/28ba/0d1b/4c00/0875/newsletter/stringio.jpg?1361413245
Egans Juice Bar & Roof Terrace / Architecture 53seven,2010,Architecture 53seven,Concrete,Others,https://images.adsttc.com/media/images/5012/703d/28ba/0d1b/4c00/084b/newsletter/stringio.jpg?1414587690
Sobrino House / A4estudio,2010,A4estudio / Leonardo Codina & Juan Manuel Filice,Concrete,Houses,https://images.adsttc.com/media/images/5012/6ffe/28ba/0d1b/4c00/083a/newsletter/stringio.jpg?1361418810
IVY House / SPEAC,2010,SPEAC,Concrete,Houses,https://images.adsttc.com/media/images/5012/6c16/28ba/0d1b/4c00/073c/medium_jpg/stringio.jpg?1414024619
Doyle Hall / Specht Harpman,2010,Specht Harpman,Concrete,Renovation,https://images.adsttc.com/media/images/5012/6f38/28ba/0d1b/4c00/0806/newsletter/stringio.jpg?1414490544
House in Macieira I / Arqu's,2010,ArquÇƒÙs,Concrete,Houses,https://images.adsttc.com/media/images/5012/6db5/28ba/0d1b/4c00/07a5/newsletter/stringio.jpg?1414484153
OM House / Studio Guilherme Torres,2010,Studio Guilherme Torres,Concrete,Houses,https://images.adsttc.com/media/images/5012/6d7b/28ba/0d1b/4c00/0792/newsletter/stringio.jpg?1361424754
Urban Solid Waste Collection Central / Vaillo + Irigaray,2010,Vaillo + Irigaray,Concrete,Others,https://images.adsttc.com/media/images/5012/6b36/28ba/0d1b/4c00/070b/newsletter/stringio.jpg?1414494274
Nove II / Studio B Architects,2010,Studio B Architects,Concrete,Houses,https://images.adsttc.com/media/images/5012/6cc9/28ba/0d1b/4c00/076f/newsletter/stringio.jpg?1414098912
Dolez / B612 Associates,2010,B612 Associates,Concrete,Apartments,https://images.adsttc.com/media/images/5012/6ad3/28ba/0d1b/4c00/06f3/newsletter/stringio.jpg?1414490894
Tokyo Kagurazaka Residence / SPEAC,2010,SPEAC,Concrete,Apartments,https://images.adsttc.com/media/images/5012/7ce6/28ba/0d67/1700/00c4/newsletter/stringio.jpg?1361424374
Zamel House / Kontrast Arquitectura,2010,Kontrast Arquitectura,Concrete,Houses,https://images.adsttc.com/media/images/5012/7b2b/28ba/0d67/1700/0042/newsletter/stringio.jpg?1414485097
Beast / Specht Harpman,2010,Specht Harpman,Concrete,Offices,https://images.adsttc.com/media/images/5012/7bb5/28ba/0d67/1700/0065/large_jpg/stringio.jpg?1414209878
Horse on the Ceiling / Zauberscho(e)n,2010,Zauberscho(e)n,Concrete,Others,https://images.adsttc.com/media/images/5012/795a/28ba/0d1b/4c00/0a81/newsletter/stringio.jpg?1414494086
Narona Archaeological Museum / Radionica Arhitekture,2010,Radionica Arhitekture / Goran Rako,Concrete,Museum,https://images.adsttc.com/media/images/5012/7930/28ba/0d1b/4c00/0a74/newsletter/stringio.jpg?1361424240
Dom Zlomu / Pauliny Hovorka Architekti,2010,Pauliny Hovorka Architekti,Concrete,Houses,https://images.adsttc.com/media/images/5012/7783/28ba/0d1b/4c00/0a14/newsletter/stringio.jpg?1414489656
St Laurentius / C18 Architekten,2010,C18 Architekten,Concrete,Others,https://images.adsttc.com/media/images/5012/783b/28ba/0d1b/4c00/0a39/newsletter/stringio.jpg?1414101730
Villa I / GRAD arkitekter,2010,GRAD arkitekter,Concrete,Houses,https://images.adsttc.com/media/images/5012/75ea/28ba/0d1b/4c00/09b4/newsletter/stringio.jpg?1414422692
PvMG Trade & Business Center / Hoogte Twee Architecten,2010,Hoogte Twee Architecten,Concrete,Offices,https://images.adsttc.com/media/images/5012/729c/28ba/0d1b/4c00/08de/newsletter/stringio.jpg?1417082238
Oleanderweg / Stefan Forster Architekten,2010,Stefan Forster Architekten,Concrete,Others,https://images.adsttc.com/media/images/5012/7537/28ba/0d1b/4c00/0987/newsletter/stringio.jpg?1414076673
Pannonhalma Abdij Visitor Centre / Roeleveld Sikkes,2010,Roeleveld Sikkes,Concrete,Others,https://images.adsttc.com/media/images/5012/8299/28ba/0d67/1700/025c/newsletter/stringio.jpg?1414019697
Intefeel / Tsubasa Iwahashi Architects,2010,Tsubasa Iwahashi Architects,Concrete,Apartments,https://images.adsttc.com/media/images/5012/81bc/28ba/0d67/1700/0220/newsletter/stringio.jpg?1414066118
Autostella Showroom / Supermachine Studio,2010,Supermachine Studio,Concrete,Others,https://images.adsttc.com/media/images/5012/8004/28ba/0d67/1700/01ba/newsletter/stringio.jpg?1414008362
Salgueiros Social Houses / AVA Architects,2010,AVA Architects,Concrete,Others,https://images.adsttc.com/media/images/5012/7e19/28ba/0d67/1700/0119/newsletter/stringio.jpg?1414032981
Chateau d'eau / Bham Design Studio,2010,Bham Design Studio,Concrete,Apartments,https://images.adsttc.com/media/images/5012/7fca/28ba/0d67/1700/01a6/newsletter/stringio.jpg?1414490184
Playhouse / Aboday Architects,2010,Aboday Architects,Concrete,Houses,https://images.adsttc.com/media/images/5012/7e72/28ba/0d67/1700/0133/newsletter/stringio.jpg?1414490422
Jewish Deportation Memorial / Studio Kuadra,2010,Studio Kuadra,Concrete,Others,https://images.adsttc.com/media/images/5012/7f2c/28ba/0d67/1700/016a/newsletter/stringio.jpg?1414490322
Casa Torcida / SPG Architects,2010,SPG Architects,Concrete,Houses,https://images.adsttc.com/media/images/5012/7c91/28ba/0d67/1700/00a4/newsletter/stringio.jpg?1414484618
Black & White House / AGi Architects,2010,A,Concrete,Houses,https://images.adsttc.com/media/images/5012/91c9/28ba/0d67/1700/0667/medium_jpg/stringio.jpg?1414491164
Residence on Paulista Avenue / Piratininga Arquitetos Associados,2010,Piratininga Arquitetos Associados,Concrete,Others,https://images.adsttc.com/media/images/5012/8a9d/28ba/0d67/1700/0495/newsletter/stringio.jpg?1414081963
O House / Philippe Stuebi,2010,Philippe Stuebi Architekten with Eberhard Tr??ger,Concrete,Houses,https://images.adsttc.com/media/images/5012/8a61/28ba/0d67/1700/0486/newsletter/stringio.jpg?1419161431
FITECO / Colboc Franzen & Associes,2010,Colboc Franzen & Associ?©s,Concrete,Offices,https://images.adsttc.com/media/images/5012/87f6/28ba/0d67/1700/03e9/newsletter/stringio.jpg?1361425147
Vassilis Residence / VARDAstudio,2010,VARD,Concrete,Houses,https://images.adsttc.com/media/images/5012/883b/28ba/0d67/1700/03fb/newsletter/stringio.jpg?1361414114
Black House / Bakers Architecten,2010,Bakers Architecten,Concrete,Houses,https://images.adsttc.com/media/images/5012/869b/28ba/0d67/1700/038d/medium_jpg/stringio.jpg?1361425143
Domus Impluvium / Bernardo Rodrigues,2010,Bernardo Rodrigues,Concrete,Houses,https://images.adsttc.com/media/images/5012/8644/28ba/0d67/1700/0377/newsletter/stringio.jpg?1414493391
Carglass / DMDV arquitetos,2010,DMDV arquitetos,Concrete,Others,https://images.adsttc.com/media/images/5012/9507/28ba/0d67/1700/0741/medium_jpg/stringio.jpg?1414090117
St. Barts Residence / Barnes Coy Architects,2010,Barnes Coy Architects,Concrete,Houses,https://images.adsttc.com/media/images/5012/922b/28ba/0d67/1700/0687/newsletter/stringio.jpg?1414485957
La Turbie Mediatheque / Heams & Michel Architectes,2010,Heams & Michel Architectes,Concrete,Renovation,https://images.adsttc.com/media/images/5012/931c/28ba/0d67/1700/06c3/medium_jpg/stringio.jpg?1414043913
Ubon House / Supermachine Studio,2010,Supermachine Studio,Concrete,Houses,https://images.adsttc.com/media/images/5012/8fb1/28ba/0d67/1700/05dc/newsletter/stringio.jpg?1414020241
Fishers Island House / Thomas Phifer and Partners,2010,Thomas Phifer and Partners,Concrete,Houses,https://images.adsttc.com/media/images/5012/9218/28ba/0d67/1700/067f/newsletter/stringio.jpg?1414493676
Orsta Gallery / Claesson Koivisto Rune,2010,Claesson Koivisto Rune,Concrete,Others,https://images.adsttc.com/media/images/5012/90e0/28ba/0d67/1700/062c/newsletter/stringio.jpg?1414009301
Welham Studios / Mark Merer,2010,Mark Merer,Concrete,Houses,https://images.adsttc.com/media/images/5012/9075/28ba/0d67/1700/060a/newsletter/stringio.jpg?1414491207
Cascade Commercial Center / Radionica Arhitekture,2010,Radionica Arhitekture,Concrete,Others,https://images.adsttc.com/media/images/5012/92a7/28ba/0d67/1700/06a4/newsletter/stringio.jpg?1414491118
House in Leiden / Samf,2010,Sara Antunes & M?∞rio Ferreira Arquitectos,Concrete,Houses,https://images.adsttc.com/media/images/5012/9fc8/28ba/0d67/1700/09e3/medium_jpg/stringio.jpg?1361425552
Monthey Kindergarden / Bonnard Woeffray Architectes,2010,Bonnard Woeffray Architectes,Concrete,Others,https://images.adsttc.com/media/images/5012/9e88/28ba/0d67/1700/0999/newsletter/stringio.jpg?1414282350
Wingene Business Center / BURO II,2010,BURO II,Concrete,Offices,https://images.adsttc.com/media/images/5012/9d78/28ba/0d67/1700/094b/newsletter/stringio.jpg?1361425696
Korora / Daniel Marshall Architects,2010,Daniel Marshall Architects,Concrete,Houses,https://images.adsttc.com/media/images/5012/9bbe/28ba/0d67/1700/08ee/newsletter/stringio.jpg?1426866575
M Cabana / Bernbaum Magadini Architects,2010,Bernbaum Magadini Architects,Concrete,Houses,https://images.adsttc.com/media/images/5012/9b11/28ba/0d67/1700/08bd/newsletter/stringio.jpg?1361425282
